English,Nagamese
"Tamil Sangam poetry, dating back to the classical period, celebrated love, nature, and devotion.","Tamil Sangam kobita, juntu classical shomoy te shuru hoise, pyar, nature, aro bhagwaan ke puja koribole koi."
"Bhakti poetry emerged in medieval India, expressing devotion to Hindu deities through vernacular languages.","Bhakti kobita medieval India te ulaise, Hindu bhagwaan khan ke bhakti dikhai bole local bhasha use kori."
"Kabir, Mirabai, and Tulsidas were prominent Bhakti poets who influenced Indian literature.","Kabir, Mirabai, aro Tulsidas famous Bhakti kabi ase, jun khan India sahitya ke probhab dikhaise."
"Sufi poetry, with its mystical themes, transcended religious boundaries in medieval India.","Sufi kobita, juntu mystical bhabona dikhai, medieval India te dharam ke pare kori di se."
The Mughal era saw the patronage of Persian poetry by rulers like Akbar and Shah Jahan.,Mughal shomoy te Persian kobita ke Akbar aro Shah Jahan nisina raja khan support korise.
"The Bhakti and Sufi movements contributed to the democratization of poetry, reaching the masses.",Bhakti aro Sufi movement kobita ke aam janta tak pohchai dise.
"The colonial period witnessed the emergence of Indian poets writing in English, like Rabindranath Tagore and Sarojini Naidu.",Colonial shomoy te Rabindranath Tagore aro Sarojini Naidu nisina Indian kabi khan English te likhibole shuru korise.
"Rabindranath Tagore, a Nobel laureate, composed poems that captured the essence of Indian spirituality and universal humanism.","Rabindranath Tagore, jitu Nobel inam paishe, etu kobita khan India ruhaniyat aro universal insaniyat ke dikhai dise."
"The Indian independence movement inspired patriotic poetry, expressing aspirations for freedom and social justice.","India ke swadhinta aandolan deshpremik kobita khan ke jonom dise, juntu swatantrata aru samajik insaf khan dikhai dise."
"Subramania Bharati, a Tamil poet, infused his works with nationalist fervor during India's struggle for independence.","Subramania Bharati, ekjon Tamil kobi, India ke swadhinta nimite luta-puti kori thaka time-te puro josh bhordisile."
"The Progressive Writers' Movement in the 20th century addressed social issues through poetry, advocating for change.","20th (bisi) century te, Progressive Writers' Movement kobita dwara samajik dukh-dard ke bataisile, aru poriborton anibo nimite dabi kurisile."
Faiz Ahmed Faiz and Sahir Ludhianvi were influential Urdu poets who voiced dissent against oppression and inequality.,Faiz Ahmed Faiz aru Sahir Ludhianvi dangor Urdu kobi asile jun khan julumi aru bhedbhav ke virodh kurisile.
"Post-independence Indian poetry reflected the complexities of a newly liberated nation, grappling with identity and modernity.","Swadhin pichete India ke kobita khan nawa azad desh ke bhawna khan ke dikhai dise, aru nijorke pahachan aru aadhunikta ke bare-te bhabisile."
"Kamala Das and A.K. Ramanujan were notable poets who explored themes of gender, identity, and cultural heritage.","Kamala Das aru A.K. Ramanujan jana-jayi kobi khan asile jun khan aurat, pahachan aru culture ke uporte kobita kurisile."
"The Navya movement in Kannada poetry introduced modernist techniques, breaking away from traditional forms.",Kannada kobita'te Navya movement toh convensional breaking kori modernist techniques aniselese.
Dalit poets like Namdeo Dhasal and Meena Kandasamy use poetry as a tool for social activism and empowerment.,Namdeo Dhasal aro Meena Kandasamy nisina Dalit kobi khan poem ke social kaam aru takat dibole nimete use kore.
"Indian poetry festivals, such as the Jaipur Literature Festival, provide platforms for poets to showcase their work and engage with audiences.","Indian poetry festival khan, jiman Jaipur Literature Festival ase, etu poets khan ke platform diye nijor kaam dekhabo nimite aru audience logote baat koribo nimite."
"Digital platforms have democratized poetry, allowing poets to reach global audiences through blogs, social media, and online publications.","Digital platform besi bhal hoi jaise poetry nimite, poets khan ke duniya bhar manu khan tak pohchibo nimite blogs, social media aru online publications dwara. Indian poets khan alag alag jagaa pora prerna loi, jiman purana kotha khan, nature, aru din din zindagi pora. "
"Indian poets draw inspiration from a myriad of sources, including mythology, folklore, nature, and everyday life.","Poetry reading aru spoken word event popular hoi ase, India te performance poetry culture bisi bhal hoi ase."
"Poetry readings and spoken word events have gained popularity, fostering a vibrant culture of performance poetry in India.","Aaj kal poets khan jiman Javed Akhtar, Gulzar, aru Arundhathi Subramaniam manu khan ke aaji bhi nijor kobita dwara mohit kore."
"Contemporary poets like Javed Akhtar, Gulzar, and Arundhathi Subramaniam continue to captivate audiences with their lyrical verses.","Indian poetry alag alag bhasha aar region ke paar kore, desh ke alag alag culture ke dikhaye."
"Indian poetry transcends linguistic and regional boundaries, reflecting the diverse cultural tapestry of the nation.",Poetry anthologies aru literary magazines nawa poets khan ke nijor talent dekhabo nimite aru manu khan logote milibo nimite platform diye. 
Poetry anthologies and literary magazines provide platforms for emerging poets to showcase their talent and connect with readers.,"Indian poets khan alag alag chij ke explore kare, jiman pyaar aru dukho pora politics aru zindagi tak. "
"Indian poets explore a wide range of themes, from love and longing to politics and existentialism.",Poetry slams aru open mic nights jagaa diye poets khan ke nijor kaam share koribo nimite aru creative baat cheet koribo nimite. 
Poetry slams and open mic nights provide spaces for poets to share their work and engage in creative exchange.,Poetry slam aru open mic night khan poet khan ke nijor kaam share kori bole aru creative exchange te bhag lobi bole jagah diye. 
"Indian poets often experiment with form and language, blending traditional and contemporary elements to create innovative works.","Indian poet khan prai form aru language ke loi kheli, purana aru notun kura mix kori kene notun kaam banae. "
"Poetry has the power to provoke thought, evoke emotions, and foster empathy, making it a potent tool for social change.","Poetry te takat ase ki etu bhabona ulae, emotion anibo, aru ek dusre ke bujibo, etu ekdum dangor hathiyar ase etu society ke bodli bole."
"The legacy of Indian poetry is celebrated through academic studies, literary festivals, and cultural institutions dedicated to preserving literary heritage.","Indian poetry ke school college aru festival manai kene ijjot diye, aru culture jagah khan ase etu sob purana likha khan ke bachai kene rakhe."
"Indian poetry reflects the complexities of modern life, grappling with issues of identity, belonging, and human connection.","Indian poetry te ajikal life ki ase etu dikhae, nijor pahchan, kuntu jagah te ase aru insan khan ke jura kene rakhe etu sob dikhae."
"Poetry has played a pivotal role in shaping Indian cultural identity, preserving traditions, and inspiring future generations of writers.","Poetry ek important kaam kori ase Indian culture ke bana bole, purana dharon khan ke bachai rakhibole aru future te likhibole khan ke hosila diye."
"Indian poetry encompasses a diverse range of voices, from classical masters to contemporary wordsmiths, each contributing to the rich tapestry of literary expression.","Indian poetry te alag alag awaz ase, purana ustads khan pora suru kori kene ajikali likha wala khan tak, sob mili kene ek dangor kitaab banae. "
"Poetry serves as a vehicle for self-expression, allowing individuals to articulate their thoughts, feelings, and experiences in verse.","Poetry ek rasta ase nijor bhabona khan ke dikha bole, nijor dil ki bole etu aru life ki ase etu sob line line likhi bole."
"The beauty of Indian poetry lies in its ability to transcend language barriers, touching the hearts and minds of readers across the globe.","Indian poetry to itna sundor ase ki etu language ke bi paar kori, dunia ke luk khan ke dil aru dimag ke chui jae."
"Indian poetry celebrates the human experience in all its complexity, offering solace, insight, and inspiration to those who engage with it.","Indian poetry to insan life ke ijjot diye, dukh ke kamti kore, gyaan battae, aru hosila diye etu ke jun khan pare. "
"From ancient epics to modern free verse, Indian poetry continues to evolve, reflecting the ever-changing landscape of human existence.","Purana kahani pora suru kori kene ajikali notun style tak, Indian poetry to hamesha bodli thake aru etu insan life ke dikhae ki etu hamesha kene bodli ase."
