English,Kokborok
"Abraham called the name of his son who was born to him, whom Sarah bore him, Isaac.",Abrahamni bagwi Sara bámani a chwla bwsano Isak hwnwi mung phar kha.
"And Abraham circumcised his son Isaac when he was eight days old, as God had commanded him.","Kaitor bono dagima hai kheno, Abraham bwsla Isakno achaiwi nokha salcharo sakur ra kha."
Abraham was a hundred years old when his son Isaac was born to him.,Bwsla Isak achai phuru Abrahamni umor nokha bisi sara ká kha.
"And Sarah said, “God has made laughter for me; every one who hears will laugh over me.”","Sara hai hwnwi sa kha, “Kaitor ano mwnwimung khlai kha; ani o kókno khnanairok le bebakno ano mwnwinai.”"
"And she said, “Who would have said to Abraham that Sarah would suckle children? Yet I have borne him a son in his old age.”","Bo hai hwnwi sa kha, “Abrahamno sabo Sara bwsano abuk chá rwnai hwnwi sa kha mun? Hai phano bini umor chakrajak phano ang bini bagwi chwla bwsa khoroksa bá kha.”"
"And the child grew, and was weaned; and Abraham made a great feast on the day that Isaac was weaned.","A chwrai tor kha tei abuk yakar khe Abraham, Isak abuk yakarmani salo chámung panda kotor kaisa khlai kha."
"But Sarah saw the son of Hagar the Egyptian, whom she had borne to Abraham, playing with her son Isaac.","Salsa, Sara bwsla Isakno Ijipjwkma Hagar Abrahamni bagwi chwla bwsa bámani a chwraisano Isak bai khe thwng laiwi tongmano nuk kha."
"So she said to Abraham, “Cast out this slave woman with her son; for the son of this slave woman shall not be heir with my son Isaac.”","Hakhe Sara, Abrahamno hai hwnwi sa kha, “O selengjwkmano bwsa bai khe tikhlai rohor di; tamni hwn ba o selengjwkmani bwsla ani angsajla Isak bai baksa buphani manthai bantano man glak.”"
And the thing was very displeasing to Abraham on account of his son.,"Omo belai kheno Abrahamni bwkha-o nang kha tamni hwn khe, Ismaelbo bini’-no bwsa ba."
"But God said to Abraham, “Be not displeased because of the lad and because of your slave woman; whatever Sarah says to you, do as she tells you, for through Isaac shall your descendants be named.","Tamo khe, Kaitor Abrahamno hai hwnwi sa kha, “Nwng a chwraini bagwi tei nini selengjwkmani bagwi bwkha hamya ta wng di, Sara nono samani hai’-no nwng khlai di, tamni hwn ba Isakni bising tẃi se nini bosongni mung pharjaknai."
"And I will make a nation of the son of the slave woman also, because he is your offspring.”","Tei selengjwkmani bwsani bosongnobo ang dopha snamnai, tamni hwn ba bo’-bo nini’-no bwsa.”"
"So Abraham rose early in the morning, and took bread and a skin of water, and gave it to Hagar, putting it on her shoulder, along with the child, and sent her away. And she departed, and wandered in the wilderness of Beer-sheba.","Hakhe Abraham phung aidrobo bachaui chámung tei bukurni twi dajaknai-o twi daui Hagarno rw kha, bo bwsano phikungo bárwi rwui rohor kha. Hagar lam rwui thángwi Birsebani hasinglwng bwkhak tháng kha."
"When the water in the skin was gone, she cast the child under one of the bushes.",Bukurni twi tonjaknaini a twi pái khe Hagar a chwraino jabralwngni saklomo klangwi tháng kha.
"Then she went, and sat down over against him a good way off, about the distance of a bowshot; for she said, “Let me not look upon the death of the child.” And as she sat over against him, the child lifted up his voice and wept.","Aboni ulo khe bo thángwi kisa hakchalo achugwi tongwi kha, abo chalmani koslu kusungsa kok hórwi man anw; hakhe bo hai hwnwi sa kha, “O chwrai thwimano ang mokol baithang bahai khe nainai.” Bo bwsani bwkhak khe achugwi tong phuru a chwrai khorang torsaui kap kha."
"And God heard the voice of the lad; and the angel of God called to Hagar from heaven, and said to her, “What troubles you, Hagar? Fear not; for God has heard the voice of the lad where he is.","Kaitor a chwraini khorangno khna kha; tei Kaitorni suari chuknoha-o tong twtwi Hagarno hai hwnwi sakhlai kha, “Nini tamo dukhu tong Hagar? Ta kiri di; Kaitor a chwrai tongmani aroni bini khorangno khna kha."
"Arise, lift up the lad, and hold him fast with your hand; for I will make him a great nation.”","Bacha di, a chwraino nini yak bai kwbaksaui bam di; tamni hwn ba ang bono dopha kotor snamnai.”"
"Then God opened her eyes, and she saw a well of water; and she went, and filled the skin with water, and gave the lad a drink.",Kaitor bini mokol nuk rw kha hakhe samo’-no twikhor khorsa nuk kha tei bo aro thángwi a bukurni twi dajaknaino twi supungwi tubu-ui bwslano khan kha.
"And God was with the lad, and he grew up; he lived in the wilderness, and became an expert with the bow.",Kaitor a chwrai bai tong kha tei chwraibo torsa kha; bo hasinglwngo tong kha tei belai’-no badukhung kwrwng wng kha.
He lived in the wilderness of Paran; and his mother took a wife for him from the land of Egypt.,Bo Paranni hasinglwngo tong kha tei buma bini hik khlaina bagwi ha Ijipni bwrwino tubu kha.
"At that time Abimelech and Phicol the commander of his army said to Abraham, “God is with you in all that you do;","A jora-o Abimelek bini sengkrak bokhorok Phikol bai khe thángwi Abrahamno hai hwnwi saui kha, “Kaitor nini bebak samungo’-no tongo;"
"now therefore swear to me here by God that you will not deal falsely with me or with my offspring or with my posterity, but as I have dealt loyally with you, you will deal with me and with the land where you have sojourned.”","hakhe Kaitorni bwskango swmai tang di, nwng ano ani bwsarokno eba ani bosongrokno bandi glak. Ang nono bórom khlaiwi phai kha, abo bai’-no swmai tangwi sa di nwng’-bo ano tei nwng tabuk tongmani o hano bórom khlai tongnai.”"
"And Abraham said, “I will swear.”","“I’n ang tangnai,” hwnwi Abraham sa kha."
"When Abraham complained to Abimelech about a well of water which Abimelech's servants had seized,","Abraham, Abimelekni selengrok bini twikhor segwi namani kókno sa khe,"
"Abimelech said, “I do not know who has done this thing; you did not tell me, and I have not heard of it until today.”","Abimelek hai hwnwi sa kha, “Omo sabo khlai kha ang saui man ya; nwngbo ano sa ya kho ba, ang o kókno tini jora khw se khna ya kho.”"
"So Abraham took sheep and oxen and gave them to Abimelech, and the two men made a covenant.",Hakhe Abraham mera tei musuk chwlarokno Abimelekno rw kha tei o khoroknwirok swmai kaisa tang lai kha.
Abraham set seven ewe lambs of the flock apart.,Abraham mera bwrwi mak snino bodolni khak kha.
"And Abimelech said to Abraham, “What is the meaning of these seven ewe lambs which you have set apart?”","Hakhe Abimelek Abrahamno hai hwnwi sẃng kha, “Nwng tamo o mera bwrwi mak snino bodolni khakma le tamni bagwi sla?”"
"He said, “These seven ewe lambs you will take from my hand, that you may be a witness for me that I dug this well.”","Bo hai hwnwi sa kha, “O mera bwrwi mak sni bodolni khakma merano nwng ani yakni yachak di, omo bai’-no ang’-no o twikhor khurmani nwng mokol baithang nukmani mari wngnai.”"
Therefore that place was called Beer-sheba; because there both of them swore an oath.,Aboni bagwino abo Birseba hwnjago; tamni hwn ba oro’-no a khoroknwirok swmai tang lai-o.
So they made a covenant at Beer-sheba. Then Abimelech and Phicol the commander of his army rose up and returned to the land of the Philistines.,Hakhe bórok Birseba-o swmai tang lai kha. Aboni ulo khe Abimelek bini sengkrak bokhorok Phikolno tẃiwi bini ha Philistia-o kiphilwi tháng kha.
"Abraham planted a tamarisk tree in Beer-sheba, and called there on the name of the Lord, the Everlasting God.",Abraham a Birseba-o Tamarisk buphang káiwi Mol brúmni Kaitorno khulumo.
And Abraham sojourned many days in the land of the Philistines.,Hakhe Abraham ha Philistia-o sal kwdwkma tong kha.
"After these things God tested Abraham, and said to him, “Abraham!” And he said, “Here am I.”","Aboni sal kisa ulo khe Kaitor Abrahamno amjogwi nai kha, bo bono “Abraham” hwnwi ring kha, hakhe Abraham khorang yachagwi “Ang oro se!” hwnwi sa kha."
"He said, “Take your son, your only son Isaac, whom you love, and go to the land of Moriah, and offer him there as a burnt offering upon one of the mountains of which I shall tell you.”","Kaitor hai hwnwi sa kha, “Nwslano na di, nini hamjak kukma khoroksa susuk nwsla Isakno tẃiwi ha Moria-o thángwi ang phunukma a hathái-o tlangwi tanwi sógwi ma barogwinai.”"
"So Abraham rose early in the morning, saddled his ass, and took two of his young men with him, and his son Isaac; and he cut the wood for the burnt offering, and arose and went to the place of which God had told him.","Hakhe Abraham phung aidrop bacha kha tei bini korai chirka saka-o manwirok boksa kha, bo bai baksa tei khoroknwi chwla siklano tei bwsla Isakno tẃi kha; sógwi barokna bagwi bo bol tẃi kha tei Kaitor bono tháng di hwnwi sama hathái phaising lam rwui tháng kha."
On the third day Abraham lifted up his eyes and saw the place afar off.,Salthamni salo khe Abraham tháng di hwnjakma a hatháino naisik horwi hakchal khe nuhur kha.
"Then Abraham said to his young men, “Stay here with the ass; I and the lad will go yonder and worship, and come again to you.”","Aphuru khe Abraham bo bai baksa tlangma a sikla khoroknwino hai hwnwi sa kha, “Oro korai chirka bai baksa tong rwk di; ang bai chwraisa simi aro thángwi khulumui norokni thani kiphilwi phai anw.”"
"And Abraham took the wood of the burnt offering, and laid it on Isaac his son; and he took in his hand the fire and the knife. So they went both of them together.",Abraham sógwi barokna bagwi tlangma a bolno naui bwsla Isakno tẃi rw kha; tei bo sak khe bini yago hór bai dasano tẃi kha.
"And Isaac said to his father Abraham, “My father!” And he said, “Here am I, my son.” He said, “Behold, the fire and the wood; but where is the lamb for a burnt offering?”","Isak bupha Abrahamno hai hwnwi sẃng kha, “Apha,” hakhe bupha hai hwnwi sa kha, “I’n tamo sajla?” Isak hai hwnwi sẃng kha, “Nai di hór bai bol simi se tongo; tamo khe sógwi barokna bagwi mera le buko biyang?”"
"Abraham said, “God will provide himself the lamb for a burnt offering, my son.” So they went both of them together.","Abraham hai hwnwi sa kha, “Sajla Kaitor baithang’-no, sógwi barokna bagwi jugaliui rwnai.” Hakhe bórok phasaknwi’-no tháng lai kha."
"When they came to the place of which God had told him, Abraham built an altar there, and laid the wood in order, and bound Isaac his son, and laid him on the altar, upon the wood.","Kaitor samani hathái-o bórok sók phai khe, Abraham aro háyá kaisa snam kha tei bolrokno jai khe bera kha tei bwsa Isakno khaui háyá-o bolrokni saka-o khe boksa kha."
"Then Abraham put forth his hand, and took the knife to slay his son.",Hakhe Abraham bwslano tanna bagwi dasano kariui har kha.
"But the angel of the Lord called to him from heaven, and said, “Abraham, Abraham!” And he said, “Here am I.”","Tamo khe Subraiyungni suari chuknohani ringwi bono hai hwnwi sa kha, “Abraham, Abraham!” hakhe bo sa kha, “I’n ang oro se.”"
"He said, “Do not lay your hand on the lad or do anything to him; for now I know that you fear God, seeing you have not withheld your son, your only son, from me.”","Kaitor hai hwnwi sa kha, “Nwng chwraini saka-o yak ta tisa di, bono mungsa ta khlai di; tamni hwn khe, ang saui man kha nwng Kaitorno kiri’-ono, ang nuk kha nwng nwsla khoroksa susuknobo ano rwnani yak kwcha li ya.”"
"And Abraham lifted up his eyes and looked, and behold, behind him was a ram, caught in a thicket by his horns; and Abraham went and took the ram, and offered it up as a burnt offering instead of his son.","Abraham bokhorok tisaui naisigwi nai kha, hakhe bini uklogo budukrok bai khe bokorongo kubuljak mera masa nuk kha tei Abraham thángwi a merano romwi tubu-ui bwslani sak slái-o a merano sógwi yaphar kha."
"So Abraham called the name of that place The Lord will provide; as it is said to this day, “On the mount of the Lord it shall be provided.”","Aboni bagwi Abraham a hatháino Subraiyung se Jugaliui rwnai hwnwi mung phar kha; a kók tabuk jorabo sajagwi’-no tongo, “Subraiyungni hathái-o Jugaliui rwjaknai.”"
"And the angel of the Lord called to Abraham a second time from heaven,","Subraiyungni suari chuknohani tei uáisa Abrahamno ringwi sa kha,"
"and said, “By myself I have sworn, says the Lord, because you have done this, and have not withheld your son, your only son,","“Ang baithangni mung bai’-no swmai tangwi sa-o, nwng omo tẃi samung tang kha, nwsla khoroksa susukno narwgwi ton li ya,"
"I will indeed bless you, and I will multiply your descendants as the stars of heaven and as the sand which is on the seashore. And your descendants shall possess the gate of their enemies,","Ang nono hamari rw sinai’-no, ang nini bosongno nokhani athukiri hai khe tei twijlang rukungni hasing hai khe er rwnai. Tei nini bosongrok bórokni arirokni hapmani duglamno seknai,"
"and by your descendants shall all the nations of the earth bless themselves, because you have obeyed my voice.”","phiya nini bosongrokni tẃi khe ha sakani bebak dopharok hamari mannai, tamni hwn ba nwng ani kókno khna kha.”"
"So Abraham returned to his young men, and they arose and went together to Beer-sheba; and Abraham dwelt at Beer-sheba.",Hakhe Abraham bo bai baksa khe tubuma a sikla khoroknwirokno kabuma-o kiphilwi phai kha tei pal khe lam rwui Birseba-o tháng lai kha; tei Abraham Birseba-o kami khaui tongwi kha.
